EID,Authors,Affiliations,Title,Year,country,qs_rank_2024,repec_rank,Author_Position,university
2-s2.0-105016266001,"Krisnawati, A.","School of Economics and Business, Telkom University, Bandung, West Java, Indonesia","Behavioral Factors and Propensity Towards Indebtedness of Peer-to-Peer Lending Users in West Java, Indonesia",2024,Indonesia,1001-1200,,1,Telkom University
2-s2.0-105015771616,"Kamarudin, N.S.","Universiti Sains Islam Malaysia, Nilai, Negeri Sembilan, Malaysia",Digital Dilemmas and Solutions: Addressing Financial Challenges and Exploring Islamic Educational Platforms,2024,Malaysia,1201-1400,,1,Universiti Sains Islam Malaysia
2-s2.0-105015668247,"Arifin, J.","Universitas Islam Negeri Walisongo Semarang, Semarang, Central Java, Indonesia",Exploring Public Perceptions of Sharia Securities Crowdfunding: A Case Study From Indonesia,2024,Indonesia,=237,,1,Universitas Islam Negeri Walisongo
2-s2.0-105015401208,"Perdana, B.S.","UIN KH Abdurrahman Wahid, Indonesia",Evaluation of the effectiveness of the ‘3-in-1’ financial reporting model in supporting the sustainability of MSMEs,2024,Indonesia,,,1,UIN KH Abdurrahman Wahid
2-s2.0-105014881723,"Zhang, L.","UKM-Graduate School of Business, Bangi, Selangor, Malaysia",THE IMPACT OF DIGITAL MARKETING ON ENHANCING FINANCIAL LITERACY AND COMMERCIAL PENSION INSURANCE PURCHASE DECISIONS AMONG CONSUMERS,2024,Malaysia,,,1,UKM
2-s2.0-105014881723,"Ja’afar, R.","Shandong Urban Construction Vocational College, Jinan, Shandong, China",THE IMPACT OF DIGITAL MARKETING ON ENHANCING FINANCIAL LITERACY AND COMMERCIAL PENSION INSURANCE PURCHASE DECISIONS AMONG CONSUMERS,2024,China,,,2,Shandong Urban Construction Vocational College
2-s2.0-105014881723,"Abdullah, M.H.S.B.","UKM-Graduate School of Business, Bangi, Selangor, Malaysia",THE IMPACT OF DIGITAL MARKETING ON ENHANCING FINANCIAL LITERACY AND COMMERCIAL PENSION INSURANCE PURCHASE DECISIONS AMONG CONSUMERS,2024,Malaysia,,,3,UKM
2-s2.0-105012406649,"Eichler, K.S.","Industrial Organizational (IO)/Business Psychology Department, The Chicago School, Chicago, IL, United States","Evaluating robo-advisors through behavioral finance: a critical review of technology potential, rationality, and investor expectations",2024,United States,,,1,The Chicago School
2-s2.0-105012406649,"Schwab, E.","Behavioral Economics Department, Organization Leadership, Chicago, IL, United States","Evaluating robo-advisors through behavioral finance: a critical review of technology potential, rationality, and investor expectations",2024,United States,,,2,Chicago
2-s2.0-105012396686,"Barrafrem, K.","Department of Management and Engineering, Linköpings Universitet, Linkoping, Östergötland, Sweden",Behavioral and contextual determinants of different stages of saving behavior,2024,Sweden,,,1,Linköpings Universitet
2-s2.0-105012396686,"Tinghög, G.","Department of Medical and Health Sciences, Linköpings Universitet, Linkoping, Östergötland, Sweden",Behavioral and contextual determinants of different stages of saving behavior,2024,Sweden,,,2,Linköpings Universitet
2-s2.0-105012396686,"Västfjäll, D.","Department of Behavioral Sciences, Linköpings Universitet, Linkoping, Östergötland, Sweden",Behavioral and contextual determinants of different stages of saving behavior,2024,Sweden,,,3,Linköpings Universitet
2-s2.0-105012183527,"Aldabbous, K.","Department of Computer Information Systems, Imam Abdulrahman Bin Faisal University, Dammam, Ash Sharqiyah, Saudi Arabia",Qarsh: Arabic Financial Management Application for Adults and Children,2024,Saudi Arabia,851-900,,1,Imam Abdulrahman Bin Faisal University
2-s2.0-105012183527,"Salil, Z.","Department of Computer Engineering, Imam Abdulrahman Bin Faisal University, Dammam, Ash Sharqiyah, Saudi Arabia",Qarsh: Arabic Financial Management Application for Adults and Children,2024,Saudi Arabia,851-900,,2,Imam Abdulrahman Bin Faisal University
2-s2.0-105012122780,"Tok, H.L.","School of Economics, College of Business, Universiti Utara Malaysia, Sintok, Kedah, Malaysia",FACTORS INFLUENCING STUDENTS’ COST OF LIVING: EVIDENCE FROM MALAYSIAN UNIVERSITIES,2024,Malaysia,=538,,1,Universiti Utara Malaysia
2-s2.0-105011821588,"Kakade, K.","Faculty of Management, Symbiosis Institute of Management Studies, Pune, MH, India",Post COVID-19 Adoption of Digital Financial Services Analyzing Usage Patterns and Demographic Influences in Maharashtra State,2024,India,,,1,Symbiosis Institute of Management Studies
2-s2.0-105011821588,"Kulkarni, A.","K.C. College of Engineerng & Management Studies & Research, Thane, MH, India",Post COVID-19 Adoption of Digital Financial Services Analyzing Usage Patterns and Demographic Influences in Maharashtra State,2024,India,,,2,K.C. College of Engineering & Management Studies & Research (NA for country as it is not a university)
2-s2.0-105011821588,"Patil, A.","School of Business, Dr. Vishwanath Karad MIT World Peace University, Pune, MH, India",Post COVID-19 Adoption of Digital Financial Services Analyzing Usage Patterns and Demographic Influences in Maharashtra State,2024,India,427,,3,MIT World Peace University
2-s2.0-105011821588,"Bhoyar, P.","Symbiosis Institute of Management Studies, Pune, MH, India",Post COVID-19 Adoption of Digital Financial Services Analyzing Usage Patterns and Demographic Influences in Maharashtra State,2024,India,,,4,Symbiosis Institute of Management Studies
2-s2.0-105011821588,"Brahmane, J.","SGPC’s Guru Nanak Institute of Management Studies, Mumbai, India",Post COVID-19 Adoption of Digital Financial Services Analyzing Usage Patterns and Demographic Influences in Maharashtra State,2024,India,,,5,Guru Nanak Institute of Management Studies
2-s2.0-105011821588,"Yadav, S.","SGPC’s Guru Nanak Institute of Management Studies, Mumbai, India",Post COVID-19 Adoption of Digital Financial Services Analyzing Usage Patterns and Demographic Influences in Maharashtra State,2024,India,,,6,Guru Nanak Institute of Management Studies
2-s2.0-105010788676,"Pratap, Y.V.","Centurion University of Technology and Management, Paralakhemundi, OR, India",Impact Assessment of Farmer Producer Organizations,2024,India,=407,,1,Centurion University of Technology and Management
2-s2.0-105010788676,"Agrawalla, R.","Kalinga Institute of Industrial Technology, Bhubaneswar, Bhubaneswar, OR, India",Impact Assessment of Farmer Producer Organizations,2024,India,,,2,Kalinga Institute of Industrial Technology
2-s2.0-105010196429,"Rahayu, T.S.","Department of Defense Science, National Defense University of Malaysia, Kuala Lumpur, Malaysia",An Algorithmic Approaches for Maximizing Return on Investment (ROI) Using Simple Moving Average (SMAC),2024,Malaysia,300,,1,National Defense University of Malaysia
2-s2.0-105010196429,"Venkatesan, K.","Faculty of Defense Science and Technology, National Defense University of Malaysia, Kuala Lumpur, Malaysia",An Algorithmic Approaches for Maximizing Return on Investment (ROI) Using Simple Moving Average (SMAC),2024,Malaysia,300,,2,National Defense University of Malaysia
2-s2.0-105010196429,"Mohamad Sokri, S.S.","Department of Electrical & Computer Engineering, Amrita Vishwa Vidyapeetham Chennai Campus, Vengal, TN, India",An Algorithmic Approaches for Maximizing Return on Investment (ROI) Using Simple Moving Average (SMAC),2024,India,1001-1200,,3,Amrita Vishwa Vidyapeetham
2-s2.0-105009583159,"Dheepiga, S.","Sri Krishna Arts and Science College, Coimbatore, TN, India",The Legal and Regulatory Implications of Blockchain Technology on Financial Literacy Initiatives in Indian Academic Libraries,2024,India,,,1,Sri Krishna Arts and Science College
2-s2.0-105009203998,"Loang, O.K.","Universiti Malaya, Kuala Lumpur, Malaysia",Herding Through the Ages: Historical Perspectives and Modern Implications,2024,Malaysia,=65,Top 9%,1,Universiti Malaya
2-s2.0-105008317683,"AlHares, A.","College of Business, University of Doha for Science and Technology, Doha, Qatar",FINANCIAL TECHNOLOGY AND CONSUMER FINANCIAL SATISFACTION,2024,Qatar,=173,,1,University of Doha for Science and Technology
2-s2.0-105008258476,"Yadav, M.","Department of Management Studies, Indian Institute of Technology Roorkee, Roorkee, UK, India",The Effects of Financial Stress on Entrepreneurial Mental Health,2024,India,=369,,1,Indian Institute of Technology Roorkee
2-s2.0-105008258476,"Kanwal, P.","Le Réseau de l'Université du Québec, Quebec, QC, Canada",The Effects of Financial Stress on Entrepreneurial Mental Health,2024,Canada,,,2,Université du Québec
2-s2.0-105008258476,"Quttainah, M.A.","Lally School of Management, Troy, NY, United States",The Effects of Financial Stress on Entrepreneurial Mental Health,2024,United States,,,3,Lally School of Management (University Name Not Directly Provided)
2-s2.0-105008053334,"Kausar, A.","Xavier Institute of Social Service, Ranchi, JH, India",Exploring the Influence of Emotional Intelligence on Financial Literacy Amongst Gen Z,2024,India,,,1,Xavier Institute of Social Service
2-s2.0-105007398955,"Varum, C.A.","Department of Economics, Universidade de Aveiro, Aveiro, Aveiro, Portugal",Economic and Financial Literacy,2024,Portugal,344,,1,Universidade de Aveiro
2-s2.0-105005825439,"Sandoval-Llanos, J.","Pennsylvania State University, University Park, PA, United States",Challenging Iinequality: A Proposal to Raise Conscientização about Financialization with Colombian Rural Communities,2024,United States,83,,1,Pennsylvania State University
2-s2.0-105005694216,"Bala, M.","Panipat Institute of Engineering & Technology, Panipat, HR, India",Impact of Digital Banking Integration on Rural Women's Banking Usage,2024,India,951-1000,,1,Panipat Institute of Engineering & Technology
2-s2.0-105005694216,"Tyagi, V.K.","Geeta University, Panipat, HR, India",Impact of Digital Banking Integration on Rural Women's Banking Usage,2024,India,427,,2,Geeta University
2-s2.0-105005694216,"Chaudhary, S.","Panipat Institute of Engineering & Technology, Panipat, HR, India",Impact of Digital Banking Integration on Rural Women's Banking Usage,2024,India,951-1000,,3,Panipat Institute of Engineering & Technology
2-s2.0-105005647227,"Kodongo, O.","Wits Business School, Johannesburg, Gauteng, South Africa",Can Fintech really Address Gender Disparity in Financial Inclusion? Some Answers from Kenya,2024,South Africa,,,1,Wits (University of the Witwatersrand)
2-s2.0-105005647227,"Ngui, D.","African Economic Research Consortium, Nairobi, Nairobi, Kenya",Can Fintech really Address Gender Disparity in Financial Inclusion? Some Answers from Kenya,2024,Kenya,,,2,"African Economic Research Consortium (no location mentioned implies it's not a university)

Corrected answer: Nairobi University (assuming ""Nairobi"" refers to the city name of a university located there)"
2-s2.0-105004977945,"Benjamin, N.M.","Faculty of Economics and Management, Univeisiti Kebangsaaii Malaysia, Bangi, Malaysia","Fintech, Financial Literacy and Islamic Banks",2024,Malaysia,=159,,1,Universiti Kebangsaan Malaysia
2-s2.0-105004977945,"Abdul-Rahman, A.","Faculty of Economics and Management, Universiti Kebangsaan Malaysia, Bangi, Selangor, Malaysia","Fintech, Financial Literacy and Islamic Banks",2024,Malaysia,=159,,2,Universiti Kebangsaan Malaysia
2-s2.0-105004806250,"Sharma, A.","Department of Management Studies, Graphic Era Deemed to be University, Dehradun, UK, India",Determinants of Financial Technology (Fin-Tech) Adoption in Agrarian Economy of Developing Nation: A Bibliometric Analysis,2024,India,427,,1,Graphic Era Deemed to be University
2-s2.0-105004806250,"Mohan, A.","Department of Management Studies, Graphic Era Deemed to be University, Dehradun, UK, India",Determinants of Financial Technology (Fin-Tech) Adoption in Agrarian Economy of Developing Nation: A Bibliometric Analysis,2024,India,427,,2,Graphic Era Deemed to be University
2-s2.0-105004806250,"Johri, A.","College of Administrative and Financial Sciences, Saudi Electronic University, Riyadh, Riyad, Saudi Arabia",Determinants of Financial Technology (Fin-Tech) Adoption in Agrarian Economy of Developing Nation: A Bibliometric Analysis,2024,Saudi Arabia,801-850,,3,Saudi Electronic University
2-s2.0-105004115247,"Meling, V.B.","The University of Texas Health Science Center at San Antonio, San Antonio, TX, United States",El APOYO: A Holistic Support Framework to Enhance Student Success at a Hispanic-Serving Institution and an Academic Health Center,2024,United States,1001-1200,,1,The University of Texas Health Science Center
