EID,Authors,Affiliations,Title,Year,country,affil_norm,country_norm,qs_rank_2024
2-s2.0-85135719978,"Wuni, I.Y.","Department of Building and Real Estate, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong","Mapping the barriers to circular economy adoption in the construction industry: A systematic review, Pareto analysis, and mitigation strategy map",2022,Hong Kong,the hong kong polytechnic university hong kong hong kong hong kong,hong kong,
2-s2.0-85133568987,"Alpert, K.","The UWA Business School, Perth, WA, Australia",Financial Literacy and Retirement Spending: A University Student Perspective,2022,Australia,the uwa business perth wa australia,australia,
2-s2.0-85132899940,"Roy, P.","Department of Management Studies, National Institute of Technology Silchar, Silchar, AS, India",Financial Inclusion of Women and Gender Gap in Access to Finance: A Systematic Literature Review,2022,India,national silchar as india,india,
2-s2.0-85127806031,"Valenti, F.","KSAR & Associates Inc., Ottawa, ON, Canada",Calling the Shots: Determinants of Financial Decision-making and Behavior in Domestic Migrant Households in India,2022,Canada,ksar and associates inc ottawa on canada,canada,
2-s2.0-85120383768,"Chan, K.C.","School of Finance and Accounting, Fuzhou University of Foreign Studies and Trade, Fuzhou, Fujian, China",Effects of financial literacy on graduate school attitudes amidst COVID-19,2022,China,fuzhou university of foreign studies and trade fuzhou fujian china,china,
2-s2.0-85120383768,"Chang, S.","Stephen M. Ross School of Business, Ann Arbor, MI, United States",Effects of financial literacy on graduate school attitudes amidst COVID-19,2022,United States,stephen m ross ann arbor mi united states,united states,
2-s2.0-85109042933,"Jiya, A.N.","Pan African University, Yaounde, Centre Region, Cameroon",Achieving Financial Inclusion for Persons With Disabilities: Exploring Preparedness and Accessibility of Financial Services for Persons With Disabilities in Malawi,2022,Cameroon,pan african university yaounde  cameroon,cameroon,
2-s2.0-85138180874,"Khan, F.","FAST School of Management, Islamabad, Islamabad, Pakistan",Determinants of mental and financial health during COVID-19: Evidence from data of a developing country,2022,Pakistan,fast islamabad islamabad pakistan,pakistan,
2-s2.0-85138180874,"Ahmed, S.A.","Department of Electrical Engineering, Sukkur IBA University, Sukkur, Sindh, Pakistan",Determinants of mental and financial health during COVID-19: Evidence from data of a developing country,2022,Pakistan,sukkur iba university sukkur sindh pakistan,pakistan,
2-s2.0-85138180874,"Chen, C.-L.","School of Information Engineering, Changchun University of Science and Technology, Changchun, Jilin, China",Determinants of mental and financial health during COVID-19: Evidence from data of a developing country,2022,China,changchun university of science and technology changchun jilin china,china,
2-s2.0-85138113182,"Tian, Y.","Rural Development Institute, Chinese Academy of Social Sciences, Beijing, China",Farmers’ personality traits and credit exclusion: Evidence from rural China,2022,China,rural development chinese academy of social sciences beijing china,china,
2-s2.0-85138113182,"Fan, Y.","Chinese Academy of Fiscal Sciences, Beijing, China",Farmers’ personality traits and credit exclusion: Evidence from rural China,2022,China,chinese academy of fiscal sciences beijing china,china,
2-s2.0-85138113182,"He, G.","China Agricultural University, Beijing, China",Farmers’ personality traits and credit exclusion: Evidence from rural China,2022,China,china agricultural university beijing china,china,
2-s2.0-85137925710,"Xu, Q.","Department of Economics, Shihezi University, Shihezi, Xinjiang, China",Does financial inclusion promote investment and affect residents' happiness?—Evidence from China,2022,China,shihezi university shihezi xinjiang china,china,
2-s2.0-85137925710,"Sun, W.","Department of Finance, Shandong Technology and Business University, Yantai, Shandong, China",Does financial inclusion promote investment and affect residents' happiness?—Evidence from China,2022,China,shandong technology and business university yantai shandong china,china,
2-s2.0-85138556015,"Othman, J.","Malaysian Institute of Accountants, Malaysia",The Effect of Shariah Committee Composition on Malaysian Islamic Banks’ Audit Report Lag,2022,Malaysia,malaysian malaysia,malaysia,
2-s2.0-85137823273,"Kaur, S.","Government College of Commerce and Business Administration, Chandigarh, India",An Evaluation of Factors Affecting the Usage of Financial Services in Punjab,2022,India,government college of commerce and business administration chandigarh india,india,
2-s2.0-85130472379,"Ankrah Twumasi, M.","College of Economics, Sichuan Agricultural University, Ya'an, Sichuan, China",Residential renewable energy adoption. Does financial literacy matter?,2022,China,college of economics sichuan agricultural university ya'an sichuan china,china,
2-s2.0-85130472379,"Asante, D.","College of Medicine and Public Health, Adelaide, SA, Australia",Residential renewable energy adoption. Does financial literacy matter?,2022,Australia,college of medicine and public health adelaide sa australia,australia,
2-s2.0-85136590463,"Xie, Y.","School of Management, Beijing Union University, Beijing, China",Mechanism of human capital influence on household commercial insurance holding behavior—An empirical analysis based on China household finance survey (CHFS) data,2022,China,beijing union university beijing china,china,
2-s2.0-85136590463,"Zhang, B.","Institute of Human Resource Management, Beijing Union University, Beijing, China",Mechanism of human capital influence on household commercial insurance holding behavior—An empirical analysis based on China household finance survey (CHFS) data,2022,China,beijing union university beijing china,china,
2-s2.0-85115744320,"Khamwong, M.","Boromarajonani College of Nursing, Bangkok, Bangkok, Thailand",The impact of resiliency on mental health and quality of life among older adults in Thailand,2022,Thailand,boromarajonani college of nursing bangkok bangkok thailand,thailand,
2-s2.0-85115744320,"Jingmark, S.","Udon Thani Rajabhat University, Udon Thani, Thailand",The impact of resiliency on mental health and quality of life among older adults in Thailand,2022,Thailand,udon thani rajabhat university udon thani thailand,thailand,
2-s2.0-85115744320,"Pisaipan, P.","Phrapokklao Hospital, Chanthaburi, Chanthaburi, Thailand",The impact of resiliency on mental health and quality of life among older adults in Thailand,2022,Thailand,phrapokklao hospital chanthaburi chanthaburi thailand,thailand,
2-s2.0-85115744320,"Sanseeha, L.","Mahasarakham University, Maha Sarakham, Maha Sarakham, Thailand",The impact of resiliency on mental health and quality of life among older adults in Thailand,2022,Thailand,mahasarakham university maha sarakham maha sarakham thailand,thailand,
2-s2.0-85115744320,"Rungnoei, N.","Prachomklao College of Nursing, Petchaburi, Thailand",The impact of resiliency on mental health and quality of life among older adults in Thailand,2022,Thailand,prachomklao college of nursing petchaburi thailand,thailand,
2-s2.0-85115744320,"Songprakun, W.","Payap University, Chiangmai, Thailand",The impact of resiliency on mental health and quality of life among older adults in Thailand,2022,Thailand,payap university chiangmai thailand,thailand,
2-s2.0-85115744320,"Bunyapakorn, S.","Nongkham Hospital, Nakhonrachasima, Thailand",The impact of resiliency on mental health and quality of life among older adults in Thailand,2022,Thailand,nongkham hospital nakhonrachasima thailand,thailand,
2-s2.0-85136533033,"Wu, G.","Department of Finance, Shanghai Sanda University, Shanghai, Shanghai, China",Research on factors affecting people’s intention to use digital currency: Empirical evidence from China,2022,China,shanghai sanda university shanghai shanghai china,china,
2-s2.0-85138123443,"Ghosh, A.","Department of Management Studies, National Institute of Technology, Durgapur, Durgapur, WB, India",Pensions and informal sector in India,2022,India,national durgapur durgapur wb india,india,
2-s2.0-85140368416,"Tavares, F.O.","Instituto Superior de Ciências Empresariais e do Turismo, Porto, Porto, Portugal",Financial literacy: an exploratory analysis in Portugal,2022,Portugal,instituto superior de ciências empresariais e do turismo porto porto portugal,portugal,
2-s2.0-85140368416,"Almeida, L.G.","ISVOUGA - Higher Institute of Between Douro and Vouga, Portugal",Financial literacy: an exploratory analysis in Portugal,2022,Portugal,isvouga  higher portugal,portugal,
2-s2.0-85140368416,"Soares, V.J.","ISEG Lisbon School of Economics and Management, Lisbon, Lisbon, Portugal",Financial literacy: an exploratory analysis in Portugal,2022,Portugal,iseg lisbon lisbon lisbon portugal,portugal,
2-s2.0-85137056004,"Alghamdi, S.Y.","Faculty of Engineering, Zagazig, Sharqia, Egypt",Accomplishing Sustainability in Manufacturing System for Small and Medium-Sized Enterprises (SMEs) through Lean Implementation,2022,Egypt,zagazig sharqia egypt,egypt,
2-s2.0-85136690998,"Thathsarani, U.S.","School of Economics, Wuhan University of Technology, Wuhan, Hubei, China",Do Digital Finance and the Technology Acceptance Model Strengthen Financial Inclusion and SME Performance?,2022,China,wuhan university of technology wuhan hubei china,china,
2-s2.0-85135565049,"Meka, E.","Universiteti Europian i Tiranës, Tirana, Tirana, Albania",Financial Literacy on EU Financial Infrastructure and Institutions: Points of view from students of an EU candidate country,2022,Albania,universiteti europian i tiranës tirana tirana albania,albania,
2-s2.0-85132928810,"Niţoi, M.","Institute for World Economy, Academia Româna, Bucharest, Romania",Financial well-being and financial literacy in Romania: A survey dataset,2022,Romania,academia româna bucharest romania,romania,
2-s2.0-85132928810,"Clichici, D.","Department of Finance, Universitatea Babeș-Bolyai, Cluj Napoca, Cluj, Romania",Financial well-being and financial literacy in Romania: A survey dataset,2022,Romania,universityea babeș bolyai cluj napoca cluj romania,romania,
2-s2.0-85130976149,"Tan, J.","Southwestern University of Finance and Economics, Chengdu, Sichuan, China",Understanding peasant household's land transfer decision-making: A perspective of financial literacy,2022,China,southwestern university of finance and economics chengdu sichuan china,china,
2-s2.0-85130976149,"Cai, D.","School of Finance, Southwestern University of Finance and Economics, Chengdu, Sichuan, China",Understanding peasant household's land transfer decision-making: A perspective of financial literacy,2022,China,southwestern university of finance and economics chengdu sichuan china,china,
2-s2.0-85129630549,"Hou, J.","Shenzhen University, Shenzhen, Guangdong, China",The nonlinear effect of financial literacy on wealth: evidence from Germany,2022,China,shenzhen university shenzhen guangdong china,china,
2-s2.0-85129630549,"Schuler, S.","UMS (Consulting) GmbH, Frankfurt am Main, Germany",The nonlinear effect of financial literacy on wealth: evidence from Germany,2022,Germany,ums (consulting) gmbh frankfurt am main germany,germany,
2-s2.0-85110983958,"Gerrans, P.","The UWA Business School, Perth, WA, Australia",Fintech and responsibility: Buy-now-pay-later arrangements,2022,Australia,the uwa business perth wa australia,australia,
2-s2.0-105000392990,"Ribes, E.A.","Centre d'Économie Industrielle, Paris, Ile-de-France, France",Financial planning and optimal retirement timing for physically intensive occupations,2022,France,paris ile de france france,france,
2-s2.0-85136414286,"Khan, M.S.","Department of Business Administration, University of Technology and Applied Sciences Salalah, Salalah, Dhofar, Oman",The effects of financial literacy and social media on financial behaviour,2022,Oman,university of technology and applied sciences salalah salalah dhofar oman,oman,
2-s2.0-85134992124,"Khera, N.","Department of Internal Medicine, Mayo Clinic Scottsdale-Phoenix, Arizona, Scottsdale, AZ, United States",Association of Health Insurance Literacy With Financial Hardship in Patients With Cancer,2022,United States,mayo clinic scottsdale phoenix arizona scottsdale az united states,united states,
